Site_Code,Location,Date,Latitude,Longitude,nh,no23,din,tss,chl,sio2,tp,sal
D19,Middle,1979-08-15,38.04376,-121.6148,0.02,0.14,0.16,14,4.82,15,0.11,0.4
D19,Middle,1979-08-29,38.04376,-121.6148,0.02,0.17,0.19,14,NA,15,NA,0.5
D19,Middle,1979-09-12,38.04376,-121.6148,0.02,0.19,0.21,15,7.57,14,0.12,0.6
D19,Middle,1979-09-26,38.04376,-121.6148,0.04,0.2,0.24,10,4.48,15,NA,0.4
D19,Middle,1979-10-11,38.04376,-121.6148,0.03,0.23,0.26,15,2.97,16,0.12,0.3
D19,Middle,1979-10-25,38.04376,-121.6148,0.04,0.27,0.31,20,3.09,16,NA,0.2
D19,Middle,1979-11-14,38.04376,-121.6148,0.04,0.36,0.4,4,NA,17,0.11,0.1
D19,Middle,1979-12-11,38.04376,-121.6148,0.07,0.32,0.39,62,4.17,17,0.16,0.1
D19,Middle,1980-02-13,38.04376,-121.6148,0.12,0.47,0.59,11,0.47,14,0.1,0.1
D19,Middle,1980-03-12,38.04376,-121.6148,0.08,0.4,0.48,7,1.86,12,0.11,0.1
D19,Middle,1980-03-26,38.04376,-121.6148,0.07,0.26,0.33,11,1.7,12,NA,0.1
D19,Middle,1980-04-23,38.04376,-121.6148,0.06,0.3,0.36,12,3.09,12,NA,0.1
D19,Middle,1980-05-07,38.04376,-121.6148,0.05,0.29,0.34,8,1.7,12,0.09,0.1
D19,Middle,1980-05-21,38.04376,-121.6148,0.04,0.34,0.38,10,2.32,11,NA,0.1
D19,Middle,1980-06-19,38.04376,-121.6148,0.03,0.24,0.27,8,2.78,12,NA,0.1
D19,Middle,1980-07-02,38.04376,-121.6148,0.04,0.19,0.23,17,NA,13,0.1,0.1
D19,Middle,1980-07-17,38.04376,-121.6148,0.01,0.21,0.22,22,3.59,14,NA,0.1
D19,Middle,1980-08-06,38.04376,-121.6148,0.03,0.15,0.18,10,5.07,15,0.1,0.1
D19,Middle,1980-08-20,38.04376,-121.6148,0.03,0.09,0.12,17,10.75,12,NA,0.2
D19,Middle,1980-09-04,38.04376,-121.6148,0.02,0.03,0.05,20,7.42,10,0.1,0.2
D19,Middle,1980-09-17,38.04376,-121.6148,0.01,NA,NA,21,26.06,9.4,NA,0.2
D19,Middle,1980-10-17,38.04376,-121.6148,0.03,0.15,0.18,9,NA,9.9,0.11,0.1
D19,Middle,1980-10-29,38.04376,-121.6148,0.02,0.21,0.23,15,19.39,11,NA,0.1
D19,Middle,1980-11-18,38.04376,-121.6148,0.04,0.27,0.31,28,4.57,12,0.12,0.1
D19,Middle,1980-12-15,38.04376,-121.6148,0.13,0.43,0.56,15,1.12,16,0.11,0.1
D19,Middle,1981-01-15,38.04376,-121.6148,0.09,0.4,0.49,8,NA,19,0.1,0.2
D19,Middle,1981-02-26,38.04376,-121.6148,0.09,0.6,0.69,21,1.86,16,0.14,0.2
D19,Middle,1981-03-12,38.04376,-121.6148,0.07,0.52,0.59,13,2.1,16,0.11,0.2
D19,Middle,1981-03-26,38.04376,-121.6148,0.08,0.56,0.64,8,2.23,16,NA,0.2
D19,Middle,1981-04-14,38.04376,-121.6148,0.03,0.35,0.38,12,5.41,18,0.11,0.1
D19,Middle,1981-04-29,38.04376,-121.6148,0.04,0.27,0.31,11,6.49,17,0.12,0.1
D19,Middle,1981-05-13,38.04376,-121.6148,0.02,0.02,0.04,48,38.44,13,0.14,0.2
D19,Middle,1981-05-28,38.04376,-121.6148,0.04,0.02,0.06,32,29.64,5.4,NA,0.1
D19,Middle,1981-06-10,38.04376,-121.6148,0.03,0.17,0.2,24,4.79,9.3,0.12,0.1
D19,Middle,1981-06-25,38.04376,-121.6148,0.03,0.27,0.3,22,5.87,12,NA,0.1
D19,Middle,1981-07-08,38.04376,-121.6148,0.03,0.23,0.26,61,11.27,12,0.18,0.2
D19,Middle,1981-07-23,38.04376,-121.6148,0.04,0.29,0.33,15,1.24,15,NA,0.3
D19,Middle,1981-08-06,38.04376,-121.6148,0.02,0.23,0.25,19,4.17,16,0.13,0.3
D19,Middle,1981-08-20,38.04376,-121.6148,0.02,0.22,0.24,14,NA,16,NA,0.4
D19,Middle,1981-09-03,38.04376,-121.6148,0.02,0.21,0.23,11,4.17,15,0.12,0.5
D19,Middle,1981-09-17,38.04376,-121.6148,0.06,0.23,0.29,14,2.01,16,NA,0.4
D19,Middle,1981-10-06,38.04376,-121.6148,0.04,0.27,0.31,10,2.78,17,0.14,0.4
D19,Middle,1981-10-21,38.04376,-121.6148,0.02,0.27,0.29,4,8.19,17,NA,0.3
D19,Middle,1981-11-18,38.04376,-121.6148,0.1,0.41,0.51,10,2.17,17,0.15,0.4
D19,Middle,1981-12-09,38.04376,-121.6148,0.08,0.39,0.47,15,1.09,17,0.1,0.1
D19,Middle,1982-01-19,38.04376,-121.6148,0.18,1.6,1.78,31,NA,15,0.16,0.2
D19,Middle,1982-02-17,38.04376,-121.6148,NA,NA,NA,NA,NA,NA,NA,NA
D19,Middle,1982-02-18,38.04376,-121.6148,0.1,0.53,0.63,8,1.24,15,0.1,NA
D19,Middle,1982-03-03,38.04376,-121.6148,0.1,0.44,0.54,10,0.15,15,0.1,0.1
D19,Middle,1982-03-17,38.04376,-121.6148,0.06,0.31,0.37,4,0.46,15,NA,0.1
D19,Middle,1982-04-15,38.04376,-121.6148,0.14,0.47,0.61,7,0.62,14,0.14,0.1
D19,Middle,1982-05-18,38.04376,-121.6148,0.03,0.22,0.25,7,4.01,12,0.11,0.1
D19,Middle,1982-06-15,38.04376,-121.6148,0.03,0.19,0.22,18,15.29,11,0.1,0.1
D19,Middle,1982-06-29,38.04376,-121.6148,0.02,0.07,0.09,33,71.94,7.6,NA,0.1
D19,Middle,1982-07-14,38.04376,-121.6148,0.02,0.22,0.24,30,52.33,8.6,0.14,0.1
D19,Middle,1982-07-16,38.04376,-121.6148,NA,NA,NA,NA,NA,NA,NA,NA
D19,Middle,1982-07-28,38.04376,-121.6148,0.03,0.18,0.21,24,18.06,13,NA,0.1
D19,Middle,1982-08-11,38.04376,-121.6148,0.03,0.03,0.06,26,30.26,9.7,0.11,0.1
D19,Middle,1982-08-25,38.04376,-121.6148,0.02,0.04,0.06,NA,21,7.9,NA,0.1
D19,Middle,1982-09-13,38.04376,-121.6148,0.04,0.1,0.14,17,17.6,12,0.09,0.1
D19,Middle,1982-09-22,38.04376,-121.6148,0.02,0.11,0.13,15,12.81,12,NA,0.1
D19,Middle,1982-10-07,38.04376,-121.6148,0.02,0.27,0.29,22,18.06,13,0.1,0.1
D19,Middle,1982-10-21,38.04376,-121.6148,0.01,0.25,0.26,17,25.32,12,NA,0.1
D19,Middle,1982-11-09,38.04376,-121.6148,0.05,0.26,0.31,6,2.93,16,0.08,0.1
D19,Middle,1982-12-08,38.04376,-121.6148,0.16,0.43,0.59,27,1.24,14,0.16,0.1
D19,Middle,1983-01-26,38.04376,-121.6148,0.19,0.69,0.88,113,2.78,12,0.34,0.2
D19,Middle,1983-02-23,38.04376,-121.6148,0.09,0.6,0.69,8,0.93,14,0.14,0.2
D19,Middle,1983-03-23,38.04376,-121.6148,0.08,0.64,0.72,17,2.01,14,0.14,0.2
D19,Middle,1983-04-06,38.04376,-121.6148,0.05,0.33,0.38,6,2.16,13,0.1,0.2
D19,Middle,1983-05-04,38.04376,-121.6148,0.08,0.37,0.45,5,2.16,13,NA,0.1
D19,Middle,1983-06-16,38.04376,-121.6148,0.03,0.2,0.23,8,2.78,11,0.11,0.1
D19,Middle,1983-07-19,38.04376,-121.6148,0.02,0.2,0.22,21,5.56,8.5,0.1,0.1
D19,Middle,1983-08-17,38.04376,-121.6148,0.02,0.14,0.16,6,6.64,12,0.08,0.1
D19,Middle,1983-09-28,38.04376,-121.6148,0.03,0.32,0.35,10,3.86,13,0.1,0.1
D19,Middle,1983-10-12,38.04376,-121.6148,0.04,0.35,0.39,11,2.01,12,0.09,0.1
D19,Middle,1983-11-09,38.04376,-121.6148,0.05,0.31,0.36,5,1.08,11,0.08,0.1
D19,Middle,1983-12-14,38.04376,-121.6148,0.08,0.56,0.64,6,0.31,12,0.09,0.1
D19,Middle,1984-01-25,38.04376,-121.6148,0.04,0.42,0.46,11,4.01,13,0.08,0.2
D19,Middle,1984-02-09,38.04376,-121.6148,0.1,0.52,0.62,2,0.93,16,0.08,0.2
D19,Middle,1984-03-13,38.04376,-121.6148,0.05,0.26,0.31,14,2.62,16,0.09,0.1
D19,Middle,1984-04-11,38.04376,-121.6148,0.05,0.24,0.29,3,0.77,15,0.07,0.1
D19,Middle,1984-05-09,38.04376,-121.6148,0.02,0.21,0.23,23,10.03,15,0.11,0.1
D19,Middle,1984-06-06,38.04376,-121.6148,NA,0.04,NA,17,41.99,14,0.11,0.1
D19,Middle,1984-07-09,38.04376,-121.6148,0.03,0.18,0.21,10,3.24,13,0.11,0.1
D19,Middle,1984-07-19,38.04376,-121.6148,0.02,0.17,0.19,8,3.98,NA,NA,0.1
D19,Middle,1984-08-06,38.04376,-121.6148,0.02,0.04,0.06,6,8.18,13,0.07,0.1
D19,Middle,1984-08-20,38.04376,-121.6148,0.02,NA,NA,13,13.28,7.1,NA,0.1
D19,Middle,1984-09-05,38.04376,-121.6148,0.01,0.02,0.03,12,17.91,10,0.08,0.1
D19,Middle,1984-09-19,38.04376,-121.6148,0.03,0.06,0.09,12,8.03,12,NA,0.1
D19,Middle,1984-10-03,38.04376,-121.6148,NA,0.14,NA,9,7.72,13,0.1,0.1
D19,Middle,1984-11-01,38.04376,-121.6148,0.02,0.23,0.25,13,17.44,10,0.1,0.1
D19,Middle,1984-12-17,38.04376,-121.6148,0.1,0.51,0.61,7,NA,17,0.08,0.1
D19,Middle,1985-01-16,38.04376,-121.6148,0.11,0.54,0.65,16,0.93,17,0.1,0.2
D19,Middle,1985-02-14,38.04376,-121.6148,0.13,0.49,0.62,3,0.62,16,0.1,0.2
D19,Middle,1985-03-14,38.04376,-121.6148,0.09,0.4,0.49,4,0.77,16,0.11,0.2
D19,Middle,1985-04-01,38.04376,-121.6148,0.1,0.33,0.43,4,0.93,16,0.12,0.1
D19,Middle,1985-04-16,38.04376,-121.6148,0.03,0.28,0.31,6,4.17,15,NA,0.1
D19,Middle,1985-05-01,38.04376,-121.6148,0.01,0.18,0.19,13,15.13,13,0.1,0.1
D19,Middle,1985-05-14,38.04376,-121.6148,NA,NA,NA,36,40.29,6.3,NA,0.1
D19,Middle,1985-06-12,38.04376,-121.6148,0.01,0.12,0.13,28,12.2,9.5,0.11,0.1
D19,Middle,1985-06-27,38.04376,-121.6148,0.03,0.24,0.27,19,3.71,14,NA,0.2
D19,Middle,1985-07-09,38.04376,-121.6148,0.03,0.26,0.29,10,3.4,14,0.11,0.2
D19,Middle,1985-07-24,38.04376,-121.6148,NA,0.2,NA,5,3.4,16,NA,0.3
D19,Middle,1985-08-07,38.04376,-121.6148,NA,0.04,NA,10,22.54,13,0.09,0.3
D19,Middle,1985-08-21,38.04376,-121.6148,0.02,0.1,0.12,4,3.09,14,NA,0.3
D19,Middle,1985-09-05,38.04376,-121.6148,0.01,0.11,0.12,3,7.72,17,0.1,0.4
D19,Middle,1985-10-08,38.04376,-121.6148,0.02,0.12,0.14,3,4.32,13,0.11,0.4
D19,Middle,1985-10-22,38.04376,-121.6148,NA,0.12,NA,11,15.59,12,NA,0.6
D19,Middle,1985-11-20,38.04376,-121.6148,0.06,0.21,0.27,5,3.86,12,0.12,0.7
D19,Middle,1985-12-04,38.04376,-121.6148,0.15,0.32,0.47,8,1.08,15,0.12,0.8
D19,Middle,1986-01-07,38.04376,-121.6148,0.19,0.45,0.64,2,NA,18,0.13,0.6
D19,Middle,1986-02-04,38.04376,-121.6148,0.11,0.47,0.58,8,0.77,17,0.11,0.2
D19,Middle,1986-03-28,38.04376,-121.6148,0.08,0.3,0.38,1,NA,10,0.11,0.1
D19,Middle,1986-04-02,38.04376,-121.6148,0.07,0.3,0.37,9,0.46,10,0.11,0.1
D19,Middle,1986-05-21,38.04376,-121.6148,0.05,0.43,0.48,8,7.87,12,0.1,0.1
D19,Middle,1986-06-03,38.04376,-121.6148,0.02,0.33,0.35,9,10.65,12,0.11,0.1
D19,Middle,1986-06-18,38.04376,-121.6148,NA,0.08,NA,36,54.65,8,NA,0.1
D19,Middle,1986-07-16,38.04376,-121.6148,NA,0.17,NA,28,22.08,10,0.12,0.1
D19,Middle,1986-07-31,38.04376,-121.6148,NA,0.02,NA,23,22.38,8,NA,0.1
D19,Middle,1986-08-13,38.04376,-121.6148,0.01,0.01,0.02,26,22.08,7.4,0.12,0.1
D19,Middle,1986-08-27,38.04376,-121.6148,0.01,0.1,0.11,42,14.97,8.9,NA,0.2
D19,Middle,1986-09-10,38.04376,-121.6148,0.02,0.22,0.24,48,5.4,13,0.15,0.1
D19,Middle,1986-09-24,38.04376,-121.6148,0.01,0.28,0.29,34,1.85,15,NA,0.2
D19,Middle,1986-10-23,38.04376,-121.6148,0.02,0.38,0.4,12,11.73,14,0.11,0.1
D19,Middle,1986-11-24,38.04376,-121.6148,0.06,0.29,0.35,14,0.93,16,0.12,0.1
D19,Middle,1987-01-07,38.04376,-121.6148,0.12,0.42,0.54,8,0.62,18,0.12,0.2
D19,Middle,1987-02-10,38.04376,-121.6148,0.12,0.48,0.6,5,0.93,19,0.12,0.3
D19,Middle,1987-03-10,38.04376,-121.6148,0.14,0.52,0.66,2,1.24,17,0.14,0.2
D19,Middle,1987-04-08,38.04376,-121.6148,0.06,0.62,0.68,1,1.08,17,0.13,0.1
D19,Middle,1987-04-22,38.04376,-121.6148,0.02,0.37,0.39,6,10.5,15,NA,0.1
D19,Middle,1987-05-06,38.04376,-121.6148,0.01,0.05,0.06,9,16.98,12,0.09,0.2
D19,Middle,1987-05-20,38.04376,-121.6148,0.03,0.12,0.15,14,NA,NA,NA,0.3
D19,Middle,1987-06-04,38.04376,-121.6148,0.02,0.3,0.32,36,9.88,15,0.16,0.2
D19,Middle,1987-06-18,38.04376,-121.6148,0.04,0.24,0.28,20,3.71,12,NA,0.3
D19,Middle,1987-07-07,38.04376,-121.6148,0.03,0.39,0.42,14,3.4,15,0.15,0.3
D19,Middle,1987-07-21,38.04376,-121.6148,0.03,0.32,0.35,19,3.86,15,NA,0.5
D19,Middle,1987-08-05,38.04376,-121.6148,0.01,0.24,0.25,11,3.09,15,0.12,0.4
D19,Middle,1987-08-18,38.04376,-121.6148,0.02,0.22,0.24,15,2.78,15,NA,0.5
D19,Middle,1987-09-02,38.04376,-121.6148,NA,0.1,NA,13,25.01,14,0.11,0.5
D19,Middle,1987-09-16,38.04376,-121.6148,0.03,0.15,0.18,30,4.17,14,NA,0.6
D19,Middle,1987-10-15,38.04376,-121.6148,0.05,0.3,0.35,16,1.08,15,0.1,0.6
D19,Middle,1987-10-28,38.04376,-121.6148,0.05,0.33,0.38,6,NA,15,NA,0.5
D19,Middle,1987-11-03,38.04376,-121.6148,0.04,0.39,0.43,7,2.32,14,0.12,0.7
D19,Middle,1987-11-19,38.04376,-121.6148,0.09,0.45,0.54,5,2.47,14,NA,0.6
D19,Middle,1987-12-02,38.04376,-121.6148,0.11,0.48,0.59,6,0.15,15,0.12,0.9
D19,Middle,1988-01-13,38.04376,-121.6148,0.12,0.25,0.37,10,0.31,17,0.12,0.6
D19,Middle,1988-02-25,38.04376,-121.6148,0.1,0.15,0.25,6,1.08,20,0.13,0.5
D19,Middle,1988-03-15,38.04376,-121.6148,0.08,0.44,0.52,1,1.24,18,0.12,0.8
D19,Middle,1988-03-29,38.04376,-121.6148,0.08,0.31,0.39,4,2.16,18,NA,0.4
D19,Middle,1988-04-12,38.04376,-121.6148,0.03,0.24,0.27,10,6.48,16,0.1,0.2
D19,Middle,1988-04-26,38.04376,-121.6148,0.04,0.2,0.24,3,3.54,17,NA,0.2
D19,Middle,1988-05-10,38.04376,-121.6148,0.03,0.25,0.28,9,5.25,18,0.12,0.2
D19,Middle,1988-05-25,38.04376,-121.6148,0.01,0.09,0.1,12,25.47,15,NA,0.3
D19,Middle,1988-06-08,38.04376,-121.6148,NA,0.12,NA,50,78.73,13,0.18,0.2
D19,Middle,1988-06-22,38.04376,-121.6148,0.04,0.35,0.39,32,4.63,14,0.16,0.3
D19,Middle,1988-07-07,38.04376,-121.6148,0.03,0.41,0.44,26,1.43,18,0.16,0.4
D19,Middle,1988-07-20,38.04376,-121.6148,0.02,0.37,0.39,18,1.24,18,NA,0.4
D19,Middle,1988-08-04,38.04376,-121.6148,0.03,0.23,0.26,24,2.93,18,0.15,0.4
D19,Middle,1988-08-18,38.04376,-121.6148,0.02,0.16,0.18,19,4.48,19,NA,0.5
D19,Middle,1988-09-06,38.04376,-121.6148,0.02,0.16,0.18,15,0.46,18,0.12,0.5
D19,Middle,1988-09-20,38.04376,-121.6148,0.04,0.26,0.3,12,1.36,18,NA,0.6
D19,Middle,1988-10-04,38.04376,-121.6148,0.03,0.26,0.29,8,NA,18,0.14,0.7
D19,Middle,1988-10-19,38.04376,-121.6148,0.03,0.31,0.34,4,2.16,17,NA,0.7
D19,Middle,1988-11-02,38.04376,-121.6148,0.08,0.4,0.48,4,NA,17,0.13,0.6
D19,Middle,1988-12-06,38.04376,-121.6148,0.1,0.38,0.48,4,1.08,17,0.22,0.9
D19,Middle,1989-01-18,38.04376,-121.6148,0.17,0.54,0.71,1,0.77,21,0.13,0.6
D19,Middle,1989-02-02,38.04376,-121.6148,0.1,0.48,0.58,4,2.01,20,0.14,1.3
D19,Middle,1989-03-29,38.04376,-121.6148,0.07,0.26,0.33,4,0.93,17,0.09,0.1
D19,Middle,1989-04-13,38.04376,-121.6148,0.04,0.25,0.29,5,2.01,17,0.09,0.1
D19,Middle,1989-05-11,38.04376,-121.6148,0.02,0.19,0.21,22,6.02,14,0.1,0.1
D19,Middle,1989-05-30,38.04376,-121.6148,0.005,0.2,0.205,25,10.19,14,NA,0.1
D19,Middle,1989-06-09,38.04376,-121.6148,0.005,0.17,0.175,41,17.3,12,0.12,0.1
D19,Middle,1989-06-28,38.04376,-121.6148,0.04,0.26,0.3,28,1.39,14,NA,0.2
D19,Middle,1989-07-12,38.04376,-121.6148,0.03,0.27,0.3,12,2.16,16,0.15,0.2
D19,Middle,1989-07-26,38.04376,-121.6148,0.01,0.26,0.27,17,2.32,15,NA,0.2
D19,Middle,1989-08-10,38.04376,-121.6148,0.02,0.19,0.21,12,3.24,15,0.1,0.2
D19,Middle,1989-08-23,38.04376,-121.6148,0.03,0.19,0.22,14,2.78,16,NA,0.2
D19,Middle,1989-09-07,38.04376,-121.6148,0.03,0.19,0.22,7,3.55,16,0.12,0.4
D19,Middle,1989-09-21,38.04376,-121.6148,0.01,0.11,0.12,8,7.56,12,NA,0.3
D19,Middle,1989-10-05,38.04376,-121.6148,0.02,0.26,0.28,8,4.63,12,0.09,0.3
D19,Middle,1989-10-19,38.04376,-121.6148,0.04,0.33,0.37,5,2.01,14,NA,0.4
D19,Middle,1989-11-08,38.04376,-121.6148,0.08,0.34,0.42,3,1.7,15,0.09,0.5
D19,Middle,1989-12-06,38.04376,-121.6148,0.13,0.21,0.34,4,0.62,17,0.1,0.7
D19,Middle,1990-01-18,38.04376,-121.6148,0.13,0.34,0.47,4,1.24,17,0.11,0.8
D19,Middle,1990-02-21,38.04376,-121.6148,0.15,0.48,0.63,4,NA,19,0.1,0.5
D19,Middle,1990-02-22,38.04376,-121.6148,NA,NA,NA,NA,0.62,NA,NA,NA
D19,Middle,1990-03-21,38.04376,-121.6148,0.08,0.41,0.49,2,1.24,18,0.1,0.3
D19,Middle,1990-04-04,38.04376,-121.6148,0.04,0.22,0.26,4,2.01,18,0.11,0.6
D19,Middle,1990-04-18,38.04376,-121.6148,0.02,1.1,1.12,5,1.85,16,NA,0.6
D19,Middle,1990-05-03,38.04376,-121.6148,0.02,0.28,0.3,15,5.72,15,0.1,0.4
D19,Middle,1990-05-30,38.04376,-121.6148,0.06,0.4,0.46,19,2.78,16,NA,0.3
D19,Middle,1990-06-15,38.04376,-121.6148,0.03,0.49,0.52,10,2.47,17,0.15,0.2
D19,Middle,1990-06-28,38.04376,-121.6148,0.02,0.44,0.46,9,2.01,17,NA,0.2
D19,Middle,1990-07-16,38.04376,-121.6148,0.02,0.36,0.38,8,2.32,17,0.1,0.2
D19,Middle,1990-07-30,38.04376,-121.6148,0.02,0.29,0.31,10,4.2,15,NA,0.3
D19,Middle,1990-08-16,38.04376,-121.6148,0.02,0.24,0.26,8,1.57,15,0.11,0.3
D19,Middle,1990-08-28,38.04376,-121.6148,0.01,0.22,0.23,6,3.33,16,NA,0.2
D19,Middle,1990-09-11,38.04376,-121.6148,0.04,0.24,0.28,3,3.2,17,0.13,0.3
D19,Middle,1990-09-26,38.04376,-121.6148,0.02,0.29,0.31,8,2.45,17,NA,0.4
D19,Middle,1990-10-24,38.04376,-121.6148,0.06,0.4,0.46,2,1.11,16,0.1,0.5
D19,Middle,1990-11-08,38.04376,-121.6148,0.07,0.43,0.5,8,1.16,16,0.13,0.6
D19,Middle,1990-12-11,38.04376,-121.6148,0.14,0.46,0.6,3,1.28,18,0.14,1
D19,Middle,1991-01-09,38.04376,-121.6148,0.2,0.4,0.6,3,1.25,18,0.12,1.2
D19,Middle,1991-02-21,38.04376,-121.6148,0.18,0.53,0.71,26,2.22,20,0.17,0.9
D19,Middle,1991-03-07,38.04376,-121.6148,0.2,0.66,0.86,14,0.65,10,0.17,0.6
D19,Middle,1991-03-25,38.04376,-121.6148,0.13,0.72,0.85,15,2.92,18,NA,0.3
D19,Middle,1991-04-09,38.04376,-121.6148,0.12,0.74,0.86,3,1.1,18,0.14,0.2
D19,Middle,1991-04-23,38.04376,-121.6148,0.07,0.64,0.71,6,2.02,14,NA,0.2
D19,Middle,1991-05-07,38.04376,-121.6148,0.06,0.57,0.63,4,3.91,18,0.14,0.2
D19,Middle,1991-05-21,38.04376,-121.6148,0.02,0.49,0.51,8,6.18,16,NA,0.4
D19,Middle,1991-06-06,38.04376,-121.6148,0.03,0.56,0.59,7,1.9,13,0.18,0.3
D19,Middle,1991-06-20,38.04376,-121.6148,0.02,0.53,0.55,9,1.67,16,NA,0.4
D19,Middle,1991-07-08,38.04376,-121.6148,0.05,0.43,0.48,9,1.07,16,0.16,0.3
D19,Middle,1991-08-05,38.04376,-121.6148,0.17,0.37,0.54,9,1.3,16,0.16,0.3
D19,Middle,1991-08-21,38.04376,-121.6148,0.03,0.3,0.33,8,1.95,15,NA,0.3
D19,Middle,1991-09-04,38.04376,-121.6148,0.04,0.16,0.2,18,13.03,12,0.14,0.4
D19,Middle,1991-09-17,38.04376,-121.6148,0.04,0.26,0.3,12,4.17,11,NA,0.5
D19,Middle,1991-10-02,38.04376,-121.6148,0.03,0.28,0.31,5,1.87,14,0.13,0.3
D19,Middle,1991-10-16,38.04376,-121.6148,0.01,0.38,0.39,5,1.76,15,NA,0.4
D19,Middle,1991-11-14,38.04376,-121.6148,0.1,0.55,0.65,6,1.02,15,0.15,0.4
D19,Middle,1991-12-12,38.04376,-121.6148,0.13,0.47,0.6,2,1.1,18,0.14,0.9
D19,Middle,1992-01-15,38.04376,-121.6148,0.17,0.32,0.49,2,0.77,19,0.12,0.7
D19,Middle,1992-02-27,38.04376,-121.6148,0.18,1.1,1.28,2,0.26,17,0.15,0.2
D19,Middle,1992-03-12,38.04376,-121.6148,0.1,0.85,0.95,2,1.4,17,0.13,0.2
D19,Middle,1992-03-26,38.04376,-121.6148,0.07,0.59,0.66,5,1.36,18,NA,0.2
D19,Middle,1992-04-09,38.04376,-121.6148,0.04,0.52,0.56,4,2.61,17,0.11,0.2
D19,Middle,1992-04-23,38.04376,-121.6148,0.005,0.4,0.405,5,6.02,16,NA,0.2
D19,Middle,1992-05-11,38.04376,-121.6148,0.005,0.07,0.075,20,NA,7,0.09,0.3
D19,Middle,1992-05-26,38.04376,-121.6148,0.01,0.19,0.2,8,6.41,3.6,NA,0.4
D19,Middle,1992-06-09,38.04376,-121.6148,0.04,0.33,0.37,14,3.63,7.4,0.14,0.5
D19,Middle,1992-06-23,38.04376,-121.6148,0.05,0.32,0.37,11,3.97,11,NA,0.4
D19,Middle,1992-07-08,38.04376,-121.6148,0.005,0.37,0.375,8,NA,12,0.13,0.4
D19,Middle,1992-07-23,38.04376,-121.6148,0.005,0.41,0.415,5,2.96,14,NA,0.5
D19,Middle,1992-08-06,38.04376,-121.6148,0.01,0.33,0.34,5,1.81,14,0.12,0.5
D19,Middle,1992-08-25,38.04376,-121.6148,0.03,0.28,0.31,6,2.21,14,NA,0.4
D19,Middle,1992-09-03,38.04376,-121.6148,0.04,0.29,0.33,8,2.3,14,0.13,0.5
D19,Middle,1992-09-21,38.04376,-121.6148,0.02,0.29,0.31,3,2.87,16,NA,0.4
D19,Middle,1992-10-05,38.04376,-121.6148,0.04,0.34,0.38,4,2.42,16,0.11,0.4
D19,Middle,1992-10-20,38.04376,-121.6148,0.02,0.37,0.39,3,0.36,16,NA,0.6
D19,Middle,1992-11-03,38.04376,-121.6148,0.07,0.49,0.56,8,1.95,16,0.12,0.5
D19,Middle,1992-12-03,38.04376,-121.6148,0.12,0.62,0.74,3,0.23,17,0.12,0.9
D19,Middle,1993-01-21,38.04376,-121.6148,0.21,1.5,1.71,14,0.48,16,0.18,0.2
D19,Middle,1993-02-16,38.04376,-121.6148,0.14,0.95,1.09,6,0.32,17,0.17,0.2
D19,Middle,1993-03-16,38.04376,-121.6148,0.1,0.75,0.85,4,1.08,18,0.17,0.2
D19,Middle,1993-04-14,38.04376,-121.6148,0.04,0.2,0.24,4,0.51,16,0.06,0.1
D19,Middle,1993-05-17,38.04376,-121.6148,0.005,0.15,0.155,18,48.77,7.9,0.1,0.1
D19,Middle,1993-06-14,38.04376,-121.6148,0.005,0.05,0.055,8,15.51,6.2,0.08,0.1
D19,Middle,1993-07-13,38.04376,-121.6148,0.005,0.11,0.115,18,16.7,9.5,0.08,0.1
D19,Middle,1993-07-27,38.04376,-121.6148,0.01,0.16,0.17,19,NA,13,NA,0.1
D19,Middle,1993-08-10,38.04376,-121.6148,0.02,0.16,0.18,30,3.38,15,0.07,0.1
D19,Middle,1993-09-09,38.04376,-121.6148,0.005,0.19,0.195,8,3.13,16,0.08,0.1
D19,Middle,1993-10-07,38.04376,-121.6148,0.04,0.28,0.32,5,1.05,18,0.08,0.2
D19,Middle,1993-11-09,38.04376,-121.6148,0.05,0.33,0.38,4,0.94,17,0.08,0.3
D19,Middle,1993-12-07,38.04376,-121.6148,0.13,0.36,0.49,4,0.28,16,0.07,0.5
D19,Middle,1994-01-06,38.04376,-121.6148,0.14,0.37,0.51,3,NA,18,0.06,0.2
D19,Middle,1994-02-04,38.04376,-121.6148,0.11,0.48,0.59,5,0.56,19,0.08,0.3
D19,Middle,1994-03-07,38.04376,-121.6148,0.1,0.63,0.73,6,0.94,19,0.1,0.2
D19,Middle,1994-04-04,38.04376,-121.6148,0.05,0.54,0.59,2,1.4,18,0.12,0.2
D19,Middle,1994-05-05,38.04376,-121.6148,0.02,0.57,0.59,5,1.84,13,0.1,0.2
D19,Middle,1994-06-16,38.04376,-121.6148,0.07,0.34,0.41,24,2.21,7,0.14,0.2
D19,Middle,1994-06-29,38.04376,-121.6148,0.03,0.49,0.52,14,NA,12,NA,0.3
D19,Middle,1994-07-18,38.04376,-121.6148,0.02,0.33,0.35,2,0.08,14,0.09,0.3
D19,Middle,1994-07-28,38.04376,-121.6148,0.01,0.25,0.26,7,1.59,16,NA,0.3
D19,Middle,1994-08-16,38.04376,-121.6148,0.005,0.06,0.065,4,NA,13,0.05,0.3
D19,Middle,1994-09-13,38.04376,-121.6148,0.02,0.09,0.11,10,1.36,15,0.07,0.5
